trial,params,mean_test_score,std_test_score,fold_scores,mean_best_iteration,max_best_iteration,fold_best_iterations,early_stopping_rounds,errors
20,"{""colsample_bylevel"": 0.6540303959261946, ""colsample_bytree"": 0.7483971268051947, ""gamma"": 0.0160713648454394, ""learning_rate"": 0.04342440527076987, ""max_bin"": 149, ""max_delta_step"": 10, ""max_depth"": 4, ""min_child_weight"": 36.07399138588821, ""n_estimators"": 2474, ""reg_alpha"": 3.6616693499679793, ""reg_lambda"": 2.797049319268993, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7716329622184888}",0.2794760497274134,0.03984140739792196,"[0.3355700170067495, 0.27662042042046564, 0.21051848809949986, 0.28693039412446647, 0.25599986745901326, 0.31121711125428586]",9.666666666666666,19.0,"[3, 10, 4, 12, 19, 10]",75,
21,"{""colsample_bylevel"": 0.5976214938990223, ""colsample_bytree"": 0.847348663393828, ""gamma"": 0.0005876991704424593, ""learning_rate"": 0.003322548724017647, ""max_bin"": 176, ""max_delta_step"": 0, ""max_depth"": 5, ""min_child_weight"": 51.5599096104551, ""n_estimators"": 2924, ""reg_alpha"": 0.0009055707630309606, ""reg_lambda"": 59.018184750758984, ""scale_pos_weight"": 1.0, ""subsample"": 0.978882331160779}",0.2455542651315453,0.05178850868757978,"[0.18168668355744974, 0.25726142862300544, 0.18753465635488106, 0.2595713922040074, 0.25068361590459376, 0.33658781414533434]",8.5,18.0,"[7, 18, 3, 8, 1, 14]",75,
22,"{""colsample_bylevel"": 0.6653751523352569, ""colsample_bytree"": 0.7540207317595196, ""gamma"": 0.04036751492680974, ""learning_rate"": 0.18414358725647734, ""max_bin"": 243, ""max_delta_step"": 10, ""max_depth"": 6, ""min_child_weight"": 0.2044898960464832, ""n_estimators"": 1584, ""reg_alpha"": 0.0016536897559229567, ""reg_lambda"": 0.19423023532990866, ""scale_pos_weight"": 1.0, ""subsample"": 0.7276111600642625}",0.29166914241725517,0.09398264465323881,"[0.4868990374828377, 0.23608512422106495, 0.19608060937802557, 0.31354374335555624, 0.25991838290970215, 0.2574879571563444]",39.0,104.0,"[16, 60, 104, 49, 2, 3]",75,
23,"{""colsample_bylevel"": 0.9221065703631557, ""colsample_bytree"": 0.9615092591459575, ""gamma"": 2.7777563729579908e-05, ""learning_rate"": 0.007213896879638013, ""max_bin"": 981, ""max_delta_step"": 1, ""max_depth"": 8, ""min_child_weight"": 2.289604136741225, ""n_estimators"": 1809, ""reg_alpha"": 0.001810736890590614, ""reg_lambda"": 44.65784751862212, ""scale_pos_weight"": 1.0, ""subsample"": 0.8661178377941992}",0.29528235398293207,0.09191290485665496,"[0.4744378402634064, 0.24549513579049848, 0.16988207706951905, 0.28604276010121094, 0.28591934971286964, 0.3099169609600877]",17.5,33.0,"[13, 5, 30, 1, 33, 23]",75,
24,"{""colsample_bylevel"": 0.6797455756098776, ""colsample_bytree"": 0.6114755143454713, ""gamma"": 1.2583716283857174, ""learning_rate"": 0.09009364469147135, ""max_bin"": 535, ""max_delta_step"": 10, ""max_depth"": 5, ""min_child_weight"": 2.1745650440543436, ""n_estimators"": 435, ""reg_alpha"": 3.8731672660205505, ""reg_lambda"": 9.098575492354788, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.9081067012462456}",0.28706716253297265,0.06436411125135776,"[0.39101165970019136, 0.2604382080198949, 0.17481177596826114, 0.31129997513517116, 0.2854546206891142, 0.29938673568520346]",16.333333333333332,50.0,"[3, 50, 19, 16, 3, 7]",75,
25,"{""colsample_bylevel"": 0.9450026709087831, ""colsample_bytree"": 0.6358973362683447, ""gamma"": 0.0023257308326956718, ""learning_rate"": 0.004451800934310225, ""max_bin"": 854, ""max_delta_step"": 3, ""max_depth"": 2, ""min_child_weight"": 0.15694299878920226, ""n_estimators"": 1548, ""reg_alpha"": 7.456491283032305, ""reg_lambda"": 49.05702306686118, ""scale_pos_weight"": 1.0, ""subsample"": 0.5668066849371465}",0.2696990247537965,0.06373361127695712,"[0.2728888888888889, 0.2796580113634357, 0.15923898192813354, 0.29061216700187587, 0.2419231642892867, 0.373872935051158]",15.5,37.0,"[2, 12, 37, 10, 6, 26]",75,
26,"{""colsample_bylevel"": 0.9113002803298291, ""colsample_bytree"": 0.6481048527761946, ""gamma"": 6.318472526785899e-05, ""learning_rate"": 0.026893374625145308, ""max_bin"": 180, ""max_delta_step"": 5, ""max_depth"": 5, ""min_child_weight"": 61.90884224823669, ""n_estimators"": 1526, ""reg_alpha"": 3.9576032587090004e-05, ""reg_lambda"": 0.07562643275050987, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.793285804724548}",0.2530082454227658,0.04441213258031185,"[0.24230700647430173, 0.25585953099315417, 0.1868166208791209, 0.2760309551146358, 0.22608133718555543, 0.3309540218898267]",31.166666666666668,171.0,"[6, 171, 3, 3, 3, 1]",75,
27,"{""colsample_bylevel"": 0.8187149507491033, ""colsample_bytree"": 0.8493502335474639, ""gamma"": 14.088774694848482, ""learning_rate"": 0.026230463993420702, ""max_bin"": 797, ""max_delta_step"": 3, ""max_depth"": 2, ""min_child_weight"": 0.9480691701153414, ""n_estimators"": 2210, ""reg_alpha"": 0.01182496720464275, ""reg_lambda"": 0.09370706929803334, ""scale_pos_weight"": 1.0, ""subsample"": 0.6329501534491165}",0.25362114327123103,0.031221285212418057,"[0.3135711134028467, 0.2605990336571752, 0.21002599082260892, 0.2546368739560989, 0.23945572222770012, 0.2434381255609563]",42.5,74.0,"[12, 21, 46, 74, 74, 28]",75,
28,"{""colsample_bylevel"": 0.5404364833085988, ""colsample_bytree"": 0.6855729612170594, ""gamma"": 0.21790065049215906, ""learning_rate"": 0.003830549353438608, ""max_bin"": 761, ""max_delta_step"": 0, ""max_depth"": 8, ""min_child_weight"": 0.31679496819229835, ""n_estimators"": 1541, ""reg_alpha"": 1.005012489597678, ""reg_lambda"": 9.875437283168525, ""scale_pos_weight"": 1.0, ""subsample"": 0.8372217672295077}",0.2787540952580305,0.0641338332059019,"[0.4077939397914407, 0.2610896482329485, 0.20745272771937512, 0.2997183668591402, 0.2610676055025208, 0.2354022834427579]",38.5,97.0,"[12, 97, 1, 74, 1, 46]",75,
29,"{""colsample_bylevel"": 0.7583481287132834, ""colsample_bytree"": 0.8114112306750918, ""gamma"": 0.005561449562041001, ""learning_rate"": 0.06436449192871452, ""max_bin"": 203, ""max_delta_step"": 1, ""max_depth"": 9, ""min_child_weight"": 0.16117298799807434, ""n_estimators"": 1643, ""reg_alpha"": 2.099029267536889e-05, ""reg_lambda"": 0.0692769866023702, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.9907797378796789}",0.2745393660972408,0.07259671281121065,"[0.39867653628364585, 0.25897703276676914, 0.17271467611334568, 0.3329600434832414, 0.23627012508306136, 0.24763778285338103]",15.0,53.0,"[53, 8, 10, 11, 1, 7]",75,
30,"{""colsample_bylevel"": 0.5876651349446693, ""colsample_bytree"": 0.45943860600746267, ""gamma"": 0.6456276582164783, ""learning_rate"": 0.08889081472875261, ""max_bin"": 739, ""max_delta_step"": 0, ""max_depth"": 7, ""min_child_weight"": 1.2276731090681963, ""n_estimators"": 2470, ""reg_alpha"": 2.169763850746892e-05, ""reg_lambda"": 99.83085749193158, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.6674021305037713}",0.2726354743044824,0.05446350588989689,"[0.31165449294980246, 0.26225662344026907, 0.17637315306622375, 0.3459731582747009, 0.24233456366707726, 0.29722085442882107]",69.0,204.0,"[113, 7, 28, 204, 31, 31]",75,
31,"{""colsample_bylevel"": 0.5076522701451924, ""colsample_bytree"": 0.9633899694437156, ""gamma"": 0.014357120239556615, ""learning_rate"": 0.02889991048208183, ""max_bin"": 643, ""max_delta_step"": 1, ""max_depth"": 2, ""min_child_weight"": 30.03166676206166, ""n_estimators"": 2607, ""reg_alpha"": 38.16029206481331, ""reg_lambda"": 5.011451131742901, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.80801516875237}",0.2502940289236387,0.05289557190303016,"[0.2173764449230189, 0.2569435496834982, 0.17918845259281255, 0.2430286418335153, 0.2522329214085034, 0.35299416310048387]",73.0,338.0,"[11, 338, 58, 5, 20, 6]",75,
32,"{""colsample_bylevel"": 0.5642501766169551, ""colsample_bytree"": 0.8961622972048017, ""gamma"": 1.482087868083021, ""learning_rate"": 0.041569814863247005, ""max_bin"": 704, ""max_delta_step"": 0, ""max_depth"": 9, ""min_child_weight"": 39.7944115934652, ""n_estimators"": 684, ""reg_alpha"": 3.058645228002248e-05, ""reg_lambda"": 0.11204367237252871, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.5675334095396052}",0.24387245447694314,0.04877099454943541,"[0.27100871812583893, 0.25318712924590464, 0.1480441792541694, 0.2623643023086832, 0.2250233352225437, 0.303607062704519]",39.0,135.0,"[44, 38, 135, 12, 4, 1]",75,
33,"{""colsample_bylevel"": 0.8091269421689464, ""colsample_bytree"": 0.6351048181887996, ""gamma"": 0.13543409011370602, ""learning_rate"": 0.015137338421003736, ""max_bin"": 729, ""max_delta_step"": 1, ""max_depth"": 4, ""min_child_weight"": 0.4000060135376732, ""n_estimators"": 1225, ""reg_alpha"": 0.7536334347080961, ""reg_lambda"": 7.689189157570699, ""scale_pos_weight"": 1.0, ""subsample"": 0.5676338470040408}",0.2807176264330046,0.07716692879825202,"[0.4066556317988011, 0.2853304838117906, 0.1664919941052315, 0.3387809472858687, 0.22534263074818248, 0.26170407084815284]",35.0,104.0,"[24, 14, 104, 59, 3, 6]",75,
34,"{""colsample_bylevel"": 0.7089730158577894, ""colsample_bytree"": 0.9821693033361361, ""gamma"": 0.028365292944296, ""learning_rate"": 0.017762071253787808, ""max_bin"": 319, ""max_delta_step"": 3, ""max_depth"": 2, ""min_child_weight"": 11.047326696686982, ""n_estimators"": 1971, ""reg_alpha"": 0.004019079533739869, ""reg_lambda"": 25.041019854949845, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.9688407965216042}",0.2795451995690481,0.03332857504091124,"[0.3285418455106341, 0.27521828783359664, 0.24048506834919808, 0.26048550240928053, 0.25261054089740065, 0.31992995241417865]",46.166666666666664,141.0,"[16, 141, 4, 60, 27, 29]",75,
35,"{""colsample_bylevel"": 0.9292063759215059, ""colsample_bytree"": 0.6859467150562601, ""gamma"": 0.5385935163622407, ""learning_rate"": 0.07134090235033295, ""max_bin"": 1000, ""max_delta_step"": 0, ""max_depth"": 2, ""min_child_weight"": 2.0790226805596155, ""n_estimators"": 2303, ""reg_alpha"": 0.00533736131477238, ""reg_lambda"": 0.5418556370262214, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7251407554303735}",0.288069476727139,0.038359103163211575,"[0.36442267053981015, 0.28209932503195284, 0.24054347826086958, 0.27732223402952455, 0.2659596009954307, 0.2980695515052463]",42.833333333333336,167.0,"[167, 18, 4, 18, 48, 2]",75,
36,"{""colsample_bylevel"": 0.5054188257401492, ""colsample_bytree"": 0.9479600870305951, ""gamma"": 3.760106004074087e-05, ""learning_rate"": 0.011468858364579492, ""max_bin"": 845, ""max_delta_step"": 5, ""max_depth"": 4, ""min_child_weight"": 1.899692754725157, ""n_estimators"": 543, ""reg_alpha"": 0.013775857884996356, ""reg_lambda"": 0.5229972565439126, ""scale_pos_weight"": 1.0, ""subsample"": 0.7991663735556104}",0.28882373565045893,0.07174618075423916,"[0.41810502988358966, 0.3088878267778233, 0.20305857012272205, 0.3255550423129459, 0.23461752523478593, 0.24271841957088672]",29.166666666666668,97.0,"[17, 5, 1, 97, 48, 7]",75,
37,"{""colsample_bylevel"": 0.6063639475121145, ""colsample_bytree"": 0.9704069985849297, ""gamma"": 0.8374711394601249, ""learning_rate"": 0.004831370398988627, ""max_bin"": 820, ""max_delta_step"": 1, ""max_depth"": 3, ""min_child_weight"": 0.07645311368173051, ""n_estimators"": 1033, ""reg_alpha"": 0.012322916610634763, ""reg_lambda"": 61.04148438714035, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.8676241677454126}",0.2922256646083573,0.04248342449886598,"[0.36958848657999044, 0.28139862181147257, 0.22734474795025392, 0.30707577547457476, 0.27501352247026695, 0.29293283336358494]",19.0,32.0,"[32, 9, 21, 17, 21, 14]",75,
38,"{""colsample_bylevel"": 0.9843259719870674, ""colsample_bytree"": 0.8284165055962716, ""gamma"": 1.8781681731577138, ""learning_rate"": 0.11434328462162933, ""max_bin"": 357, ""max_delta_step"": 10, ""max_depth"": 9, ""min_child_weight"": 0.08552860862880603, ""n_estimators"": 1617, ""reg_alpha"": 3.710577138560399e-05, ""reg_lambda"": 0.09861909735474152, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.8115874377520521}",0.27159130506711543,0.061446135722708226,"[0.35614432275640173, 0.25073001252052407, 0.18518477915102458, 0.34940219014170815, 0.24797699109725183, 0.24010953473578245]",43.166666666666664,157.0,"[16, 157, 17, 66, 2, 1]",75,
39,"{""colsample_bylevel"": 0.9315692609945019, ""colsample_bytree"": 0.9341979827511293, ""gamma"": 0.00030999915135274044, ""learning_rate"": 0.13572871573830023, ""max_bin"": 428, ""max_delta_step"": 5, ""max_depth"": 5, ""min_child_weight"": 0.8026955604772095, ""n_estimators"": 2210, ""reg_alpha"": 2.7544088905379946, ""reg_lambda"": 4.371286682693297, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.6619258694936296}",0.2711315719656426,0.0463085823830297,"[0.36522711241755534, 0.24219291173242113, 0.21832425999187494, 0.27640119686166137, 0.2724188287915329, 0.25222512199881]",5.5,11.0,"[10, 11, 4, 3, 3, 2]",75,
40,"{""colsample_bylevel"": 0.6651262645095493, ""colsample_bytree"": 0.6889485144685492, ""gamma"": 0.00039669706465456767, ""learning_rate"": 0.01645026440100395, ""max_bin"": 765, ""max_delta_step"": 1, ""max_depth"": 5, ""min_child_weight"": 0.12013702251236286, ""n_estimators"": 1228, ""reg_alpha"": 5.748207845960964, ""reg_lambda"": 19.35014281491044, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.8125159442937219}",0.2818837724540528,0.05378871249525371,"[0.3794202700196014, 0.2522090987567044, 0.20798107792190879, 0.2775427529892646, 0.26032537729705607, 0.3138240577397814]",47.0,193.0,"[75, 193, 3, 4, 3, 4]",75,
